text,topic
«Сиэтл» по буллитам обыграл «Айлендерс» в матче регулярного чемпионата НХЛ — 2:1 Б.,sport
«Баффало» дома разгромил «Лос-Анджелес» в матче регулярного чемпионата НХЛ — 7:0.,sport
«Бостон» на своем льду по буллитам проиграл «Тампе» в матче регулярного чемпионата НХЛ — 2:3 Б.,sport
Российский нападающий «Тампы» Никита Кучеров набрал 90-е (34+56) очко в сезоне в матче регулярного чемпионата НХЛ против «Бостона» (3:2 Б).,sport
Российский форвард «Вашингтона» Александр Овечкин отметился голом в матче регулярного чемпионата НХЛ против «Колорадо».,sport
Форвард «Вашингтона» Александр Овечкин забросил одну шайбу в матче регулярного чемпионата НХЛ против «Колорадо».,sport
«Оттава» обыграла «Коламбус» в матче регулярного чемпионата НХЛ — 6:3.,sport
«Вашингтон» на своем льду проиграл «Колорадо» в матче регулярного чемпионата НХЛ — 3:6.,sport
«Монреаль» выиграл у «Анахайма» в матче регулярного чемпионата НЗЛ — 5:0.,sport
«Баффало» крупно обыграл «Лос-Анджелес» в матче регулярного чемпионата НХЛ — 7:0.,sport
«Торонто» обыграл «Сент-Луис» в матче регулярного чемпионата НХЛ — 4:1.,sport
«Вашингтон» сократил отставание в матче регулярного чемпионата НХЛ против «Колорадо».,sport
Российский нападающий «Тампы» Никита Кучеров отметился голом в матче регулярного чемпионата НХЛ против «Бостона».,sport
Бывший игрок СКА Василий Каменев прокомментировал победу над «Сочи» в матче ФОНБЕТ чемпионата КХЛ.,sport
«Коламбус» открыл счет в матче регулярного чемпионата НХЛ против «Оттавы».,sport
Бывший нападающий сборной России Евгений Артюхин прокомментировал решение Международной федерации хоккея (ИИХФ) продлить отстранение сборных России и Белоруссии еще на один сезон.,sport
"Бывший голкипер «Ак Барса» Эмиль Гарипов рассказал, почему отказался от вариантов, которые были у него в НХЛ.",sport
Заслуженный тренер России Федор Канарейкин прокомментировал новость о возможном вхождении «Норильска» в Континентальную хоккейную лигу (КХЛ).,sport
"Главный тренер СКА и первый вице-президент Федерации хоккея России (ФХР) Роман Ротенберг не удивился тому, что Международная федерация хоккея (ИИХФ) продлила отстранение сборных России и Белоруссии еще на один сезон.",sport
"Российский хоккеист «Даллас Старз» Евгений Дадонов был травмирован в матче регулярного чемпионата НХЛ с «Монреалем», сообщает журналист Брайан Реа в соцсети Х. Игра прошла 10 февраля.",sport
"Бывший защитник СКА Максим Рыбин рассказал, что думает о продлении отстранения сборной России от международных турниров на сезон-2024/25.",sport
СКА и «Лада» встретились в матче ФОНБЕТ чемпионата КХЛ.,sport
Игра на «Кэпитал Уан-арене» в Вашингтоне начнется в 03.00 по московскому времени.,sport
«Куньлунь» и ЦСКА встретились в матче ФОНБЕТ чемпионата КХЛ.,sport
Главный тренер «Нефтехимика» Олег Леонтьев прокомментировал поражение в матче ФОНБЕТ Чемпионата КХЛ с «Ак Барсом» (0:3).,sport
«Витязь» и «Динамо» (Минск) встретились в матче ФОНБЕТ чемпионата КХЛ.,sport
Трансляция встречи можно смотреть в социальной сети «ВКонтакте».,sport
Главный тренер «Ак Барса» Зинэтула Билялетдинов прокомментировал победу в матче ФОНБЕТ Чемпионата КХЛ с «Нефтехимиком» (3:0).,sport
«Ак Барс» и «Нефтехимик» встретились в матче ФОНБЕТ чемпионата КХЛ.,sport
Матчи ФОНБЕТ чемпионата КХЛ.,sport
СКА в домашнем матче обыграл «Ладу» в ФОНБЕТ Чемпионате КХЛ — 2:1.,sport
ЦСКА на выезде победил «Куньлунь» (4:2) в матче ФОНБЕТ чемпионата КХЛ.,sport
"Минское «Динамо» завоевало последнюю, восьмую путевку в плей-офф КХЛ в Западной конференции.",sport
Минское «Динамо» на выезде победило «Витязь» (3:2) в матче ФОНБЕТ чемпионата КХЛ и гарантировало себе участие в плей-офф.,sport
«Ак Барс» дома обыграл «Нефтехимик» (3:0) в матче ФОНБЕТ чемпионата КХЛ и вышел в плей-офф.,sport
"Бывший голкипер «Ак Барса» Эмиль Гарипов рассказал о том, с кого из ветеранов казанского клуба брал пример.",sport
«Салават Юлаев» дома обыграл «Авангард» в матче регулярного чемпионата ФОНБЕТ КХЛ — 7:2.,sport
Протесты фермеров в Чехии,politics
Почему власти Эквадора передумали передавать США военную технику для Украины,politics
Венгрия блокирует новые антироссийские санкции из-за Китая,politics
Трамп готов дать Украине в долг,politics
Страны НАТО увеличивают военные расходы,politics
В США впервые в истории объявлен импичмент министру,politics
На выборах президента Индонезии победил министр обороны,politics
Здоровья Байдена не хватает для выборов,politics
Россия предложила палестинцам договариваться между собой,politics
Президент Киргизии попросил госсекретаря США не вмешиваться в дела страны,politics
Трампа критикуют за слова о нежелании защищать союзников по НАТО,politics
Израиль готовится взять «последний бастион» «Хамаса» в Газе,politics
Рост цен на жилье в Анталье спровоцировал отъезд россиян,politics
В США впервые официально признали ментальные проблемы Джо Байдена,politics
Сторонники осужденного экс-премьера Пакистана Имрана Хана выигрывают выборы,politics
Верховный суд США склоняется вернуть Трампа к выборам в Колорадо,politics
Впервые с начала военной операции сменился главнокомандующий ВСУ,politics
Нетаньяху отверг как «бредовые» условия «Хамас» для перемирия,politics
Конгресс США не сможет одобрить помощь Украине,politics
Как прошли выборы президента Азербайджана в отвоеванном Карабахе,politics
Законопроект о мобилизации на Украине принят в первом чтении,politics
Крайне правые в Нидерландах не смогут создать правительство,politics
Азербайджан подошел к историческим выборам президента с явным фаворитом,politics
Республиканцы хотят отложить финансирование Украины до ноября,politics
Президент Токаев назначил нового премьер-министра Казахстана,politics
Государство на продажу,politics
ОЭСР пророчит Аргентине инфляцию больше 250% в 2024 году,politics
Токаев неожиданно отправил в отставку правительство Казахстана,politics
США добавили «удары возмездия» в Сирии и Ираке к атакам по хуситам,politics
Палата представителей США хочет дать денег Израилю назло Байдену,politics
США запустили поставку Индии военных беспилотников класса Reaper,politics
Как ЕС добился согласия Венгрии в финансировании Украины,politics
Трампу удалось добиться переноса одного из опасных процессов,politics
Саммит ЕС утвердил план конфискации доходов от замороженных активов России,politics
Си Цзиньпин принял верительные грамоты от посла талибов,politics
Проиранская группа в Ираке приостановит атаки против США,politics
Суд ООН отверг большинство претензий Украины к России по иску 2017 года,politics
Для доходов от замороженных активов России открыт спецсчет,politics
Гонконг примет еще один закон о нацбезопасности,politics
Эксперты ИМЭМО не исключили победы Байдена на выборах,politics
США возобновили санкции против Венесуэлы,politics
Приговор экс-премьеру Пакистана Хану в 10 лет вынесен за неделю до выборов,politics
Суд Гонконга ликвидирует проблемного девелопера Evergrande из-за долгов,politics
США рассматривают несколько вариантов ударов по Ирану,politics
Евросоюз угрожает подорвать экономику Венгрии,politics
Финны не определились с президентом,politics
Агентство ООН по палестинским беженцам осталось без финансирования Запада,politics
США начали переговоры с Ираком о выводе войск международной коалиции,politics
Политический спектр Германии разбавили партией мусульман,politics
США впервые за 15 лет разместят ядерное оружие в Великобритании,politics
Чем грозит США конфликт властей Техаса и Байдена из-за границы с Мексикой,politics
К чему приведет предписание суда ООН Израилю не допустить геноцида в Газе,politics
Конгресс США может одобрить передачу F-16 Турции,politics
Сенат США начал обдумывать конфискацию российских активов,politics
Ближневосточный экономический коридор США под угрозой,politics
Китайцы разлюбили голливудское кино,politics
Что значит выход Десантиса из предвыборной гонки,politics
Евросоюз придумал новую схему военных поставок Украине на $22 млрд,politics
Не чета Трампу: выход Десантиса из выборной гонки не стал неожиданностью,politics
Способны ли европейские члены НАТО на массовую мобилизацию,politics
Нетаньяху отверг создание государства Палестина к неудовольствию Запада,politics
Около 300 000 немцев протестовали в субботу против правых радикалов,politics
Рон Десантис завершил президентскую кампанию,politics
Слабый канцлер против немощных фермеров,politics
Байден лишился поддержки самой большой группы избирателей,politics
Азербайджанский парламент грозит Франции,politics
Республиканцы продолжают отвергать требования финансирования Украины,politics
Пакистан ответил на ракетный удар Ирана,politics
В Китае второй год подряд наблюдается сокращение численности населения,politics
Байдена хотят вычеркнуть из праймериз в Иллинойсе,politics
Статус Саудовской Аравии в БРИКС оказался не определен,politics
Иран обстрелял Пакистан: что дальше?,politics
Байдена могут победить все,politics
Зачем Иран нанес ракетный удар по северу Ирака и Сирии,politics
В КНР опубликован план развития экономики для старшего поколения,politics
Что мировые СМИ написали об ударах Ирана по Ираку и Сирии,politics
МИД подтвердил прибытие в Москву премьера Нигера,politics
Дональд Трамп выиграл на первичных выборах в Айове,politics
Что известно о Лай Циндэ,politics
Американцы начинают голосовать за и против Трампа,politics
Министр иностранных дел КНДР приехала в Москву,politics
В США хотят помешать экспорту российской сельхозпродукции,politics
К чему приведет победа сторонника независимости Тайваня,politics
Как в мире отреагировали на удары США по Йемену,politics
На выборах главы Тайваня победил кандидат от антипекинской партии,politics
Нефть подорожала до $80 за баррель после атак США и Британии в Йемене,politics
К чему приведет ночная атака США и Великобритании на йеменских хуситов,politics
США и Китай требуют друг от друга не вмешиваться в выборы на Тайване,politics
С чем связан иск ЮАР против Израиля в Международном суде ООН,politics
Рада вернула на доработку правительству Украины законопроект о мобилизации,politics
Арест бывшего министра в Польше может стать началом политического кризиса,politics
Крупнейшие банды Эквадора подняли вооруженный бунт по всей стране,politics
Почему сроки лунной миссии НАСА сдвинули на год,politics
Болезнь министра обороны США может ударить по президенту в преддверии выборов,politics
Мальдивские острова разрываются между Индией и Китаем,politics
Премьером Франции станет 34-летний министр образования,politics
Премьер-министр Бангладеш в четвертый раз подряд побеждает на выборах,politics
Глава Пентагона скрыл свое лечение в госпитале от президента и конгресса,politics
Лидеры партий согласовали общие рамки расходов бюджета США,politics
Премьер-министр Франции Элизабет Борн ушла в отставку,politics
Аналитик предсказал отказ Байдена от выборов из-за ухудшения самочувствия,politics
В Южной Корее совершено покушение на лидера оппозиции,politics
БРИКС после расширения готова стать самодостаточным рынком зерна,politics
США и их союзники разрабатывают план конфискации российских активов,politics
ЕС ищет план «Б» финансирования Украины в обход Венгрии,politics
Швеция стала на шаг ближе к НАТО,politics
Нетаньяху назвал три условия для мира в Газе,politics
Как власти Украины хотят ужесточить мобилизацию граждан,politics
Саммит лидеров СНГ проходит в Санкт-Петербурге,politics
Нестабильная стабилизация: как колебались отношения США и Китая в 2023 году,politics
Нападение «Хамаса» на Израиль 7 октября застало мир врасплох,politics
Как в Сербии протестуют против итогов выборов,politics
Блок «Против насилия» попытался штурмовать скупщину Белграда,politics
РСМД: зависимость Ближнего Востока от США падает,politics
Китай будет активнее привлекать ЧВК для защиты интересов за рубежом,politics
Почему США стали склоняться к одобрению резолюции ООН по Газе,politics
Украина объявила китайских строителей железных дорог спонсорами войны,politics
Президент Аргентины начал шоковую терапию экономики,politics
Лавров завершил поездку по Северной Африке в Тунисе,politics
Германия конфискует 720 млн евро российских клиентов НРД в пользу государства,politics
Запрет на праймериз в Колорадо может создать Трампу проблемы,politics
О чем говорили на первом за четыре года российско-арабском саммите в Марокко,politics
Пентагон объявил о международной операции против хуситов в Красном море,politics
США отвели Израилю три недели на интенсивные боевые действия в Газе,politics
Сенаторы против покупки японцами американской сталелитейной компании,politics
Обстрелы в Красном море повлияли на цены нефти и газа,politics
Рейтинг премьера Японии Фумио Кисиды обвалился до исторического минимума,politics
На выборах в Сербии победила коалиция президента Вучича,politics
Почему Десантис может выбыть из борьбы за пост президента,politics
Логистические компании отказываются от перевозки грузов по Красному морю,politics
Евросоюз подготовил 12-й пакет антироссийских санкций,politics
Правительство Германии ставит антирекорд по популярности,politics
Дональд Трамп опережает Джо Байдена в «колеблющихся» штатах,politics
Зачем республиканцы голосовали за начало процедуры импичмента Байдена,politics
На очередной конференции ООН по климату в ОАЭ приняли итоговый документ,politics
В конгрессе США подготовили стратегию по борьбе с компартией Китая,politics
Венгрия готова снять вето на помощь ЕС Украине в обмен на деньги,politics
Зеленский не произвел впечатления на республиканцев,politics
США пообещали Huawei новые проблемы из-за ее передовых чипов,politics
Финляндия открывает два КПП на границе с Россией,politics
Главы МИД Украины и Венгрии встретились впервые после начала спецоперации,politics
США предлагают Китаю обмениваться уведомлениями о запуске ракет,politics
Дональд Туск снова становится премьером Польши,politics
США тратят слишком много на поддержку Украины,politics
США не поддержали прекращение огня в Газе,politics
Зачем Александр Лукашенко поехал в Африку,politics
Какой на самом деле может быть экономическая политика Хавьера Милея,politics
Эрдоган впервые за шесть лет посетил Грецию и договорился о дружбе,politics
Китай и ЕС проведут первый очный саммит на высшем уровне с 2019 года,politics
Почему Владимиру Зеленскому не дали выступить в сенате США,politics
В Израиле опубликовали новые данные о провале спецслужб,politics
Александр Лукашенко приехал в гости к Си Цзиньпину второй раз за год,politics
Американскому ОПК становится труднее соревноваться с китайским,politics
В Венесуэле прошел референдум о присоединении двух третей соседней страны,politics
Германия сократит взносы в фонд по закупке оружия Украине,politics
Америка фактически признала военный режим в Нигере,politics
Президент США Байден хочет дружить с Анголой,politics
Как закончилось семидневное перемирие Израиля и «Хамаса» в Газе,politics
Генри Киссинджер до последних дней предлагал способы решения острых вопросов,politics
В Дубае открывается климатическая конференция на высшем уровне,politics
Никки Хейли обходит Рона Десантиса по популярности у республиканцев в США,politics
Литва пытается нормализовать отношения с КНР,politics
В Центральной Азии и Закавказье ищут свое безопасное место,politics
Палата представителей конгресса может скоро одобрить помощь Украине и Израилю,politics
Французские истребители нацелились на Центральную Азию,politics
Кто выступил за продление перемирия в Газе,politics
Перемирие между Израилем и «Хамасом» в Газе продлят еще на два дня,politics
Тайваньская оппозиция не смогла выдвинуть единого кандидата в президенты,politics
Зачем в НАТО говорят о введении «военного Шенгена»,politics
Как прошел первый день перемирия Израиля и «Хамаса» в Газе,politics
Президент Египта предложил создать единую демилитаризованную Палестину,politics
Перемирие Израиля и «Хамаса» в Газе сорвалось,politics
На выборах парламента Нидерландов победила правая партия противников ЕС,politics
Владимир Путин впервые за два года выступил на саммите G20,politics
С 23 ноября объявлено перемирие между Израилем и группировкой «Хамас»,politics
Евросоюз может дать Украине обязательства в сфере безопасности,politics
Соглашение Израиля и «Хамаса» о заложниках и перемирии. Главное,politics
Республиканцы теряют необходимые для борьбы с Байденом и демократами деньги,politics
Что последует за избранием популиста Хавьера Милея президентом Аргентины,politics
Китай пытаются переманить на сторону Палестины,politics
Что значит победа либертарианца Хавьера Милея в Аргентине,politics
Тайваньская оппозиция не может найти единого кандидата в президенты,politics
Популярность правящей коалиции ФРГ на самом низком уровне с момента создания,politics
США возобновили сотрудничество с Филиппинами по атомной энергии,politics
Испанские социалисты удержатся у власти благодаря амнистии сепаратистам,politics
Совбез ООН с пятой попытки принял резолюцию по гуманитарным паузам в Газе,politics
Байден провел четырехчасовые переговоры с «диктатором» Си,politics
Бизнес заинтересован в успехе встречи лидеров КНР и США,politics
Вычеркнуть Трампа из бюллетеней на праймериз в 2024 году не получится,politics
Палата представителей США одобрила краткосрочный бюджет,politics
Джо Байден и Си Цзиньпин встретятся в США на полях саммита АТЭС,politics
Помощь Украине и Израилю не включена во временный бюджет США,politics
ЕС не сможет выполнить план поставить Украине 1 млн гаубичных снарядов до марта,politics
Соцсеть Дональда Трампа Truth принесла убытки в $73 млн,politics
Бывший премьер стал министром иностранных дел Великобритании,politics
Шансы Джо Байдена на выборах может подкосить экономика,politics
Израиль выступает против контроля Палестинской автономии над Газой,politics
Арабо-исламский саммит не договорился о конкретных шагах против Израиля,politics
Германия решила удвоить военную помощь Украине в 2024 году,politics
Первая группа российских граждан на выходе из Газы в Египет,politics
Путин: конфликт на Украине мог закончиться полтора года назад,politics
Россия сняла запрет на поставку эквадорских бананов,politics
В Москве заявили о саморазоблачении Запада после смерти Навального,politics
Россия по-прежнему готова к переговорам по Украине,politics
Белый дом заявил об отсутствии договоренностей по обмену Уилана и Гершковича,politics
Зачем Россия хочет развивать туризм на Шпицбергене,politics
«Единая Россия» привезла лидера ЦАР в Москву,politics
МВД Абхазии отказалось подписывать соглашение с Росгвардией,politics
Владимир Путин провел телефонные переговоры с Си Цзиньпином,politics
Западные СМИ недовольны интервью Путина Карлсону уже до его выхода,politics
Главный для российских импортеров банк Китая остановил все расчеты с РФ,politics
Передача Эквадором вооружений для Украины ударит по экспорту бананов и гвоздик,politics
Россотрудничество рассказало об экспансии в Африке и на Ближнем Востоке,politics
Президент Чада впервые за 56 лет приехал в Москву,politics
Парламент Турции ратифицировал заявку Швеции на членство в НАТО,politics
Что дает России и Египту АЭС «Эль-Дабаа»,politics
Евросоюз и Китай все активнее скатываются к торговой войне,politics
Доля отказов россиянам в туристических визах США выросла почти до 40%,politics
Западные члены Арктического совета прервали отношения с Россией,politics
Зачем назначенный военными премьер Нигера прибыл в Москву,politics
В Финляндии собираются закрыть школы с обучением на русском языке,politics
Министр иностранных дел Индии прибыл в Россию с пятидневным визитом,politics
"Зерновая сделка стала средством заработка, а не достижения мира",politics
Пашинян и Алиев могут встретиться в Петербурге,politics
Что известно об «Африканском корпусе» России,politics
Евросоюз согласовал 12-й пакет санкций против России,politics
Почему Венгрия заблокировала выдачу Киеву 50 млрд евро до конца года,politics
Как прошел визит Путина в Абу-Даби,politics
Зачем президент Ирана летит в Москву,politics
"О чем Владимир Путин будет говорить с лидерами ОАЭ, Саудовской Аравии и Ирана",politics
Россия укрепляет военные связи с Африкой,politics
ОБСЕ от клинической смерти спас консенсус по председательству Мальты,politics
Лавров выступил в ОБСЕ впервые с февраля 2022 года,politics
Иран подтвердил получение российских боевых самолетов и вертолетов,politics
Россия может быть представлена на саммите ОБСЕ в Северной Македонии,politics
Борис Джонсон отговорил Киев от мира с Москвой,politics
В ОДКБ ищут собственную формулу безопасности,politics
Что депутаты Госдумы делали в Китае,politics
Владимир Путин встретился в Москве с президентом Таджикистана Эмомали Рахмоном,politics
Москва предложила новый подход для Ближнего Востока,politics
Владимир Путин примет участие в виртуальном саммите G20,politics
Реджеп Тайип Эрдоган приехал в Берлин впервые с 2020 года,politics
О чем говорили президенты России и Казахстана в Астане,politics
Россия завершила процесс выхода из ДОВСЕ,politics
Путин на следующей неделе посетит Казахстан,politics
США и КНР возобновят консультации по контролю над ядерными вооружениями,politics
Армения напомнила России о предложении по обходу Римского статута,politics
Лидер Экваториальной Гвинеи с третьей попытки встретился с Путиным,politics
Лукашенко потребовал у России компенсации за задержку с АЭС,politics
Сергей Шойгу и американцы приняли участие в форуме в Пекине,politics
Франция хочет депортировать в Россию десятки исламистов,politics
Песков исключил общение с «Хамасом» на уровне Кремля,politics
Премьер Армении не видит преимуществ в военной базе РФ на территории страны,politics
Страны Евразии в Минске обсудили вопросы безопасности,politics
США и Россия могут возобновить диалог по вопросам стратегической стабильности,politics
Водителей из Армении поразят в правах,politics
Теория заговора и ядерная война: о чем говорили с трибуны ООН,politics
Страны Южного Кавказа и их соседи обсуждают в Иране ситуацию в регионе,politics
Сергей Лавров возобновляет регулярные контакты с КНДР,politics
Владимир Путин прилетел в Китай,politics
Темы парламентского форума G20 в Индии обсудят на площадке Совета Федерации,politics
Что говорил Владимир Путин на заседании совета глав государств СНГ,politics
Как США пытаются сдержать эскалацию на Ближнем Востоке,politics
Как Владимира Путина встретили в Киргизии,politics
Владимир Путин на следующей неделе посетит Китай,politics
Первый зарубежный визит Путина в этом году состоится в Киргизию 12-13 октября,politics
Владимир Путин 12 октября проведет переговоры с Ильхамом Алиевым,politics
О чем говорили лидеры России и Ирака,politics
Москва заявила о начале дополнительных поставок топлива Армении,politics
Что Владимир Путин говорил о цивилизациях и ЧВК,politics
В Абхазии может появиться пункт постоянного базирования ВМФ России,politics
Парламент Армении ратифицировал Римский статут,politics
Россия хочет сделать парламентские конференции с Латинской Америкой регулярными,politics
США и Саудовская Аравия обсуждают оборонительный пакт,politics
Самороспуск непризнанной НКР стал прецедентом на постсоветском пространстве,politics
Владимир Путин провел переговоры с президентом Южного Судана Салвой Кииром,politics
Азербайджан задержал бывшего российского миллиардера Рубена Варданяна,politics
Макрон призывает ЕС выработать более жесткий подход в торговле с Китаем,politics
Путин и Раиси обсудили проблему Нагорного Карабаха,politics
При реинтеграции Карабаха Баку будет ориентироваться на опыт Хорватии,politics
"ВТО опубликовала запросы Украины к Польше, Венгрии и Словакии",politics
Спикер палаты представителей США не дал Зеленскому выступить перед конгрессом,politics
Владимир Путин посетит в октябре форум «Один пояс – один путь» в Китае,politics
Как администрация США пытается изменить Совбез ООН,politics
Главный дипломат КНР Ван И приехал в Россию перед визитом Владимира Путина в Китай,politics
Все пограничные страны ЕС закрыли въезд россиянам на автомобилях,politics
"Россия и Мьянма намерены укрепить связи в экономике, которым мешают санкции",politics
"Россия и КНДР планируют развивать отношения во всех сферах, в том числе военной",politics
Зачем лидеры КНДР приезжали в Россию,politics
Как прошла встреча Владимира Путина и Ким Чен Ына,politics
США и Индия построят коридор в Европу,politics
Сергей Лавров обсудил с министром иностранных дел Индии проблему «российских рупий»,politics
Торговля между Россией и Индией может приносить дополнительно $90 млрд в год,politics
Африканский союз станет членом G20 на саммите в Дели,politics
Как прошли переговоры Путина и Эрдогана в Сочи,politics
Эксперты «Валдая» назвали трех самых перспективных для России партнеров в АСЕАН,politics
В РАН нашли замену Гарбузову на посту директора Института США и Канады,politics
Представитель папы римского в России объяснил его слова о русских царях,politics
Саммит G20 в Индии пройдет без Си Цзиньпина и Владимира Путина,politics
Министры иностранных дел России и Турции обсудили альтернативу зерновой сделке,politics
Владимир Путин может нанести визит в Китай,politics
Лавров перед саммитом G20 в Индии посетит Бангладеш и Индонезию,politics
Новые члены могут быть приняты в Евросоюз к 2030 году,politics
Торговля России с Индией продолжает быстро расти,politics
"Дональд Трамп сдался, призвав не сдаваться",politics
БРИКС пополнится шестью новыми участниками,politics
Как прошел первый день саммита БРИКС,politics
Правительство Швеции проверит причины резкого роста экспорта в соседние с Россией страны,politics
Россия прорабатывает альтернативу переставшей работать зерновой сделке,politics
"Туркмения увидела угрозу своим интересам в «газовом союзе» России, Казахстана и Узбекистана",politics
Президент Турции надеется на возобновление зерновой сделки,politics
Ценности замедленного действия,politics
В Анкаре и Кремле сообщили о подготовке к переговорам Владимира Путина и Реджепа Эрдогана,politics
В Швейцарии запрет на сотрудничество с Россией распространили на экстрадицию,politics
Китай подтвердил готовность возобновить безвизовый обмен туристическими группами с Россией,politics
Россия не видит перспектив у встреч стран Запада и глобального Юга по Украине без своего участия,politics
